assists_per_game,assists_per_game_allowed,blocks_per_game,blocks_per_game_against,field_goal_percentage,field_goal_percentage_allowed,free_throw_percentage,free_throw_percentage_allowed,losses,offensive_rebounds_per_game,offensive_rebounds_per_game_allowed,pf_per_game,pf_per_game_allowed,ppg,ppg_allowed,rebounds_per_game,rebounds_per_game_allowed,steals_per_game,steals_per_game_allowed,three_point_percentage,three_point_percentage_allowed,turnovers_per_game,turnovers_per_game_against,wins
-0.06,-0.20,0.25,0.04,-0.27,-0.41,0.01,-0.07,-0.45,0.41,0.06,0.17,0.32,-0.01,-0.30,0.19,0.08,0.15,-0.05,0.09,-0.38,-0.16,0.18,0.29
-0.03,0.00,-0.08,0.54,-0.01,0.04,0.22,-0.27,0.00,0.55,0.23,-0.09,0.09,0.23,-0.01,0.30,-0.20,-0.07,0.02,0.54,-0.80,0.00,-0.19,0.10
-0.19,-0.09,0.00,0.42,0.10,-0.20,0.34,0.08,-0.09,-0.07,0.09,-0.02,-0.23,0.17,-0.10,0.01,0.07,0.15,-0.23,0.39,-0.47,-0.13,0.10,0.10
0.18,0.20,0.44,0.08,0.06,-0.43,-0.35,-0.32,0.18,0.43,0.34,-0.23,0.08,-0.04,-0.09,0.23,0.09,0.22,0.55,0.11,-0.53,0.54,0.24,0.00
-0.06,0.30,-0.33,0.21,0.32,0.38,0.12,-0.24,-0.27,-0.24,-0.11,0.02,0.42,0.31,0.29,0.00,0.07,-0.24,-0.33,0.16,0.02,-0.50,-0.38,0.19
0.21,-0.25,0.60,0.13,0.27,-0.60,-0.12,-0.22,-0.73,0.37,0.25,0.06,-0.08,0.23,-0.27,0.23,-0.14,0.32,-0.02,0.03,-0.20,0.01,0.03,0.48
-0.13,-0.06,0.25,0.21,-0.27,0.13,-0.74,0.19,0.18,0.55,0.34,0.78,0.83,-0.12,0.14,0.10,0.16,-0.16,0.20,-0.48,0.07,0.40,0.15,-0.14
0.30,0.07,0.37,-0.25,-0.06,-0.17,-0.30,-0.04,-0.09,0.42,0.17,0.69,0.23,0.21,0.00,0.10,0.12,0.44,-0.07,0.21,0.18,-0.06,0.53,0.10
0.06,-0.19,0.21,-0.67,-0.10,0.11,-0.26,0.46,-0.09,0.30,0.09,0.55,0.49,-0.00,0.01,-0.09,-0.07,0.10,0.13,-0.15,0.48,0.21,0.52,0.10
-0.11,-0.06,0.56,0.08,-0.03,-0.50,-0.37,-0.21,-0.18,0.53,0.42,-0.11,0.66,0.16,0.06,0.44,0.27,0.03,0.13,-0.81,-0.31,0.32,0.05,0.24
0.46,-0.27,0.63,-0.25,0.37,-0.49,0.06,0.27,-1.09,0.22,0.02,-0.36,0.26,0.36,-0.11,0.28,-0.21,-0.16,-0.10,0.19,-0.22,-0.06,-0.33,0.57
0.35,-0.05,0.30,-0.33,0.36,-0.15,0.07,0.02,-0.73,-0.10,-0.28,-0.50,0.00,0.23,-0.19,-0.02,-0.36,0.03,-0.07,0.19,0.24,-0.12,0.04,0.62
0.46,-0.23,0.29,0.04,0.40,-0.82,0.12,-0.21,-0.64,0.02,0.15,-0.28,0.03,0.04,-0.28,0.25,-0.41,-0.24,0.27,0.21,0.09,0.38,-0.20,0.19
-0.01,0.11,-0.22,-0.42,0.00,0.15,-0.27,0.17,0.00,0.05,-0.87,0.19,-0.17,-0.28,-0.19,0.00,-0.75,-0.19,0.25,-0.31,-0.14,0.34,-0.34,0.05
0.25,-0.46,0.00,-0.04,0.09,-0.52,-0.09,0.20,-0.27,0.22,-0.75,0.09,-0.20,-0.23,-0.58,0.16,-0.73,0.07,0.25,-0.22,-0.32,0.15,-0.11,0.10
0.66,0.45,0.21,0.21,0.33,0.00,-0.45,0.20,0.36,0.39,0.11,0.33,-0.15,0.31,0.36,0.34,0.02,0.12,0.47,-0.08,-0.06,0.49,0.04,-0.19
0.24,0.14,-0.05,-0.71,0.12,0.12,0.09,0.15,0.00,0.14,-0.45,-0.27,-0.22,-0.06,-0.06,0.11,-0.51,-0.19,0.13,0.20,0.36,0.09,-0.48,-0.05
0.15,-0.10,0.00,0.00,-0.10,-0.15,0.38,0.23,0.00,-0.07,0.32,0.27,0.08,0.14,0.07,-0.08,0.32,0.22,-0.55,0.21,0.26,-0.34,0.28,0.05
0.25,-0.11,0.05,-0.46,0.22,-0.29,-0.16,0.63,-0.36,0.22,-0.32,-0.31,-0.37,-0.02,-0.36,0.02,-0.51,0.57,-0.05,0.07,-0.05,0.15,0.42,0.29
0.20,0.41,0.02,0.08,-0.36,0.13,-0.33,0.15,-0.45,0.42,-0.17,-0.03,0.75,0.23,0.25,0.31,0.30,0.03,0.00,-0.25,-0.31,-0.16,0.13,0.33
-0.72,-0.44,-0.70,-0.71,-0.48,0.33,0.36,0.04,0.18,-0.41,-0.66,-0.36,-0.22,-0.66,-0.38,-0.45,-0.36,-0.40,-0.45,-0.41,0.02,-0.37,-0.23,-0.19
-0.64,-0.19,-0.22,-0.29,-0.25,0.09,0.26,-0.17,-0.36,-0.06,-0.28,-0.69,0.15,-0.35,-0.36,-0.08,-0.44,-0.31,-0.02,0.18,0.01,-0.15,-0.46,0.14
-0.13,0.10,-0.32,-0.17,-0.55,0.01,0.05,-0.18,0.36,0.24,0.34,0.28,0.28,0.04,0.14,0.20,0.63,0.07,-0.35,-0.17,-0.25,-0.16,0.28,-0.10
0.10,-0.05,0.17,-0.33,0.39,-0.09,0.10,0.41,-0.18,0.04,-0.23,-0.59,-0.29,0.23,-0.18,0.03,-0.31,0.06,-0.45,0.11,0.33,-0.57,-0.13,0.33
0.07,-0.07,-0.17,-0.46,0.26,0.32,0.24,0.43,-0.45,-0.55,-0.38,-0.52,-0.14,0.05,-0.18,-0.35,-0.30,-0.13,-0.63,0.22,0.25,-0.74,-0.11,0.24
-0.15,-0.34,-0.02,0.13,-0.18,-0.39,-0.46,-0.75,-0.27,0.41,-0.08,0.06,-0.14,-0.29,-0.46,0.17,-0.15,0.35,0.10,-0.58,-0.55,0.35,0.49,0.14
0.29,-0.23,-0.11,0.25,-0.02,-0.65,-0.16,-0.11,0.00,-0.14,0.13,-0.09,-0.17,-0.28,-0.41,-0.05,-0.11,-0.24,-0.35,0.17,-0.32,-0.22,-0.30,-0.10
-0.02,-0.38,0.17,-0.29,-0.09,-0.37,0.30,0.75,-0.09,-0.37,-0.09,0.73,0.05,-0.17,-0.18,-0.28,0.06,-0.24,-0.22,-0.02,0.29,-0.21,0.06,0.00
0.20,-0.16,0.21,-0.75,0.02,-0.16,0.38,0.12,-0.36,-0.24,0.02,0.06,-0.48,-0.03,-0.13,-0.19,0.08,0.07,-0.30,-0.13,0.22,-0.21,0.23,0.19
0.38,-0.03,0.11,-0.42,0.29,0.34,0.37,-0.42,-0.27,0.28,-0.30,-0.25,-0.03,0.33,0.15,0.22,-0.52,-0.50,0.05,0.42,0.00,0.06,-0.53,0.00
0.27,-0.48,0.19,-0.79,0.20,0.17,0.04,-0.46,-0.18,-0.20,0.04,-0.89,-0.54,-0.12,-0.27,-0.10,-0.15,-0.43,-0.25,0.27,-0.40,-0.31,-0.56,0.10
0.65,0.41,0.33,-0.25,0.19,-0.12,0.08,-0.11,-0.18,0.18,0.49,-0.52,-0.52,0.14,-0.04,0.02,0.06,0.43,0.48,0.31,-0.32,0.31,0.33,0.10
0.80,0.55,0.37,-0.62,0.61,-0.04,-0.05,-0.54,-0.45,-0.04,0.26,-0.53,-0.65,0.38,0.07,0.07,-0.03,0.41,0.40,0.61,-0.21,0.19,0.24,0.14
0.01,-0.31,0.16,0.29,0.21,-0.27,-0.29,-0.05,-0.55,0.02,-0.19,0.14,-0.20,-0.04,-0.18,-0.03,-0.21,0.04,0.07,-0.38,-0.18,0.07,0.11,0.19
-0.04,-0.14,-0.10,0.92,-0.29,-0.17,-0.16,-0.15,0.09,0.31,0.28,0.69,0.11,-0.02,0.15,0.17,0.35,0.10,0.17,-0.57,-0.46,0.28,0.24,-0.10
0.09,-0.13,-0.16,0.46,-0.14,-0.10,0.30,0.02,0.00,-0.17,0.21,0.55,0.12,0.12,0.14,-0.03,0.47,0.06,0.05,0.02,-0.61,0.00,0.37,0.00
-0.49,0.13,-0.03,0.54,-0.38,0.07,-0.59,-0.06,0.18,0.13,0.08,0.33,0.95,-0.06,0.19,0.08,0.44,0.29,0.40,-0.64,0.14,0.31,0.34,-0.19
0.13,0.20,0.27,0.33,0.18,0.02,0.54,-0.09,-0.36,0.18,0.04,0.08,0.17,0.48,0.29,0.19,0.04,0.03,-0.10,0.10,0.17,-0.18,-0.05,0.05
-0.28,-0.01,-0.06,0.08,-0.25,-0.16,0.15,0.03,0.09,0.05,0.43,0.06,-0.05,-0.30,-0.02,0.01,0.12,-0.12,-0.02,-0.30,-0.34,0.24,-0.19,-0.24
-0.10,-0.33,0.33,-0.29,-0.02,-0.35,-0.13,0.01,-0.18,0.36,0.08,0.66,0.57,0.22,0.23,0.35,0.14,-0.09,0.13,-0.63,-0.05,0.35,0.22,0.10
0.01,-0.28,0.13,0.08,0.13,-0.09,0.31,0.12,0.45,0.02,0.38,0.56,-0.25,0.12,0.12,-0.03,0.09,0.10,0.13,-0.27,-0.14,0.25,0.32,-0.24
0.06,0.06,-0.49,-0.08,-0.39,0.48,0.21,-0.10,0.36,0.07,-0.26,0.19,0.02,-0.25,-0.06,-0.16,-0.12,-0.25,-0.18,0.06,0.13,-0.38,-0.08,-0.24
0.01,0.04,-0.10,-0.08,-0.08,0.09,-0.12,-0.23,-0.36,0.30,-0.49,-0.19,0.32,-0.18,-0.11,0.19,-0.56,-0.78,0.05,-0.25,0.08,-0.13,-0.76,0.24
0.34,-0.01,0.00,-0.54,0.01,-0.07,0.02,0.04,-0.27,0.02,-0.32,-0.47,0.06,-0.13,-0.29,-0.08,-0.40,-0.15,0.07,0.06,-0.01,-0.25,-0.11,0.00
0.13,0.05,-0.02,-0.04,-0.19,-0.05,-0.10,-0.03,-0.27,0.24,-0.09,-0.48,0.00,-0.24,-0.27,0.04,-0.20,-0.25,0.03,0.02,0.03,-0.15,-0.34,0.14
-0.10,0.02,0.21,-0.71,0.02,0.09,0.38,0.16,0.00,-0.12,-0.38,-0.23,-0.28,-0.06,-0.17,-0.20,-0.20,-0.18,-0.18,0.05,0.43,-0.46,-0.25,-0.14
-0.29,0.04,-0.30,1.00,-0.05,0.12,0.07,-0.25,-0.45,0.12,0.09,0.36,0.51,0.27,0.23,0.28,0.15,-0.16,-0.05,-0.18,-0.49,0.04,-0.18,0.14
-0.19,0.29,-0.05,0.46,0.13,0.12,0.11,-0.07,0.00,0.02,-0.02,0.22,0.22,0.40,0.32,0.16,0.27,0.22,0.23,0.28,-0.18,0.07,0.25,0.00
0.19,-0.01,0.00,0.00,0.18,0.15,0.07,0.57,-0.36,0.10,-0.34,-0.48,-0.14,0.15,-0.12,-0.02,-0.30,0.07,-0.33,0.23,0.16,-0.15,0.20,0.29
0.37,-0.19,0.16,-0.04,0.52,0.06,-0.02,0.41,-1.00,0.10,-0.58,-0.81,-0.26,0.25,-0.41,-0.02,-0.64,0.00,-0.45,0.59,0.09,-0.51,0.10,0.62
0.12,0.20,-0.40,0.33,0.27,0.18,0.62,0.12,-0.36,-0.27,0.19,-0.47,-0.03,0.32,0.24,-0.08,0.10,-0.03,-0.40,0.56,-0.13,-0.31,-0.19,0.10
0.07,-0.23,-0.10,-0.17,0.26,0.07,-0.41,-0.28,-0.45,-0.08,0.19,-0.06,0.00,0.02,-0.12,-0.12,0.03,0.04,-0.13,0.39,0.07,-0.12,0.16,0.24
0.20,-0.01,-0.10,0.00,-0.11,0.12,0.06,-0.14,0.00,0.30,0.34,-0.06,0.32,0.05,0.14,0.14,0.07,-0.49,-0.05,-0.06,-0.46,-0.18,-0.42,-0.05
-0.04,0.04,0.25,-0.08,0.03,-0.13,-0.10,0.07,0.27,0.05,0.00,0.28,0.23,0.00,-0.05,-0.06,-0.04,0.40,0.15,0.02,0.24,0.10,0.35,-0.05
-0.31,-0.23,0.13,0.17,0.06,-0.12,0.23,0.63,0.09,-0.25,-0.26,-0.05,-0.28,-0.09,-0.22,-0.29,-0.22,-0.09,-0.55,0.57,-0.08,-0.38,-0.28,-0.05
-0.36,-0.06,0.49,0.12,-0.28,-0.35,0.05,-0.14,0.55,0.06,0.30,0.28,-0.06,-0.08,0.16,0.15,0.39,-0.22,0.30,-0.21,-0.18,0.09,-0.35,-0.33
-0.07,0.01,0.33,-0.17,-0.04,-0.35,-0.13,0.08,0.18,0.24,0.32,-0.22,0.14,0.21,0.02,0.15,0.31,-0.06,-0.10,0.29,-0.07,-0.22,0.01,0.00
-0.25,-0.01,0.35,0.17,0.24,-0.21,-0.01,0.26,-0.27,-0.23,-0.30,-0.33,-0.42,0.18,-0.05,0.01,0.00,0.13,-0.28,0.49,0.38,-0.19,0.03,0.24
-0.08,0.11,-0.48,0.25,-0.06,0.54,0.19,-0.07,0.64,0.02,-0.06,0.20,0.48,0.06,0.23,-0.08,-0.03,-0.22,-0.03,-0.04,0.49,-0.01,0.00,-0.29
0.25,0.26,0.08,0.08,0.03,0.39,-0.31,-0.69,0.64,0.18,0.34,-0.06,0.05,0.11,0.18,0.03,0.23,0.26,0.15,0.16,0.22,0.03,0.19,-0.19
0.39,0.38,0.37,0.08,0.34,-0.16,-0.27,-0.51,-0.55,0.19,0.36,-0.72,-0.31,0.26,-0.05,0.16,0.05,0.37,0.10,-0.07,-0.20,-0.24,0.11,0.29
0.21,0.25,0.03,-0.25,0.14,0.26,-0.14,-0.19,-0.09,0.23,0.04,0.59,0.25,0.52,0.26,0.08,0.18,0.04,-0.17,0.24,0.10,-0.19,0.35,0.10
0.03,-0.35,0.33,-0.17,-0.09,-0.37,0.16,-0.01,0.18,-0.04,-0.19,-0.22,-0.52,-0.19,-0.25,0.05,-0.10,-0.19,0.18,-0.27,0.39,-0.29,-0.10,-0.05
0.00,-0.30,0.30,-0.17,-0.11,-0.40,-0.15,-0.01,-0.64,0.22,0.06,-0.11,-0.08,0.08,0.00,0.37,0.25,-0.15,0.30,-0.17,-0.31,0.15,0.04,0.29
-0.16,0.23,0.06,0.13,-0.14,-0.16,-0.01,-0.21,-0.27,0.02,0.11,-0.64,0.22,-0.20,-0.08,0.19,0.13,-0.07,0.40,-0.35,0.03,0.16,-0.06,0.14
0.29,0.20,-0.19,-0.17,0.52,0.26,0.64,-0.24,-0.36,0.12,-0.08,-0.09,0.00,0.52,0.08,0.13,-0.45,0.00,0.20,0.41,0.08,-0.06,-0.11,0.29
0.07,-0.14,0.38,-0.04,0.18,-0.29,0.33,-0.27,-0.82,0.39,0.47,0.14,0.54,0.52,0.09,0.32,0.13,0.37,0.40,0.18,0.06,0.31,0.39,0.48
0.08,0.09,-0.27,-0.50,0.13,0.13,0.09,-0.26,-0.09,-0.55,-0.19,-0.41,-0.38,-0.12,-0.21,-0.31,-0.02,-0.38,-0.60,0.43,-0.15,-0.50,-0.29,0.05
-0.02,0.16,-0.29,0.25,-0.02,0.48,-0.04,0.27,0.27,-0.16,-0.45,0.14,-0.05,-0.16,0.13,-0.17,-0.41,-0.31,0.00,0.19,-0.36,0.09,-0.29,-0.14
-0.06,0.02,-0.41,-0.29,0.14,0.33,0.40,-0.05,-0.18,-0.13,-0.43,-0.27,0.11,0.15,-0.02,-0.05,-0.37,-0.49,-0.38,0.56,-0.43,-0.38,-0.30,0.10
0.07,0.45,-0.40,0.21,0.11,0.70,0.56,-0.07,0.00,-0.31,-0.26,0.23,-0.15,0.05,0.24,-0.31,-0.31,-0.09,0.15,0.17,-0.02,0.13,-0.04,0.00
-0.30,-0.54,-0.06,0.04,-0.29,-0.70,-0.41,-0.35,-0.18,0.06,-0.13,-0.20,0.05,-0.38,-0.62,0.07,0.00,-0.06,-0.35,0.02,-0.78,-0.25,0.09,0.10
-0.25,-0.24,-0.21,0.04,-0.17,-0.33,-0.43,0.11,-0.18,0.08,-0.45,-0.47,-0.17,-0.43,-0.50,0.01,-0.57,-0.34,0.03,-0.23,-0.20,-0.18,-0.51,0.10
-0.12,-0.11,0.48,0.04,-0.28,-0.62,0.10,0.02,0.18,0.34,0.51,-0.45,-0.26,-0.14,-0.13,0.27,0.42,0.16,0.05,-0.56,0.39,-0.19,-0.13,-0.05
-0.16,-0.03,0.40,0.37,-0.10,-0.04,-0.15,-0.17,0.09,0.64,0.47,-0.36,0.11,0.08,0.04,0.32,0.09,0.24,0.15,-0.58,0.11,0.03,-0.04,0.05
0.12,0.17,0.63,0.25,0.01,-0.38,0.23,0.08,0.00,0.24,0.62,-0.48,-0.23,0.04,0.03,0.25,0.29,0.06,0.20,-0.19,0.03,0.07,-0.13,0.14
-0.13,0.07,0.30,0.25,-0.03,-0.22,0.58,-0.23,0.09,0.08,0.45,-0.23,0.03,0.13,0.22,0.24,0.38,-0.16,0.05,-0.07,0.03,-0.01,-0.33,0.05
0.03,0.15,-0.11,0.00,-0.20,-0.02,0.32,-0.42,0.09,0.19,0.38,-0.02,-0.03,-0.09,0.06,0.13,0.13,0.10,0.20,-0.56,0.03,0.10,-0.08,0.05
-0.06,0.16,0.16,0.33,-0.23,-0.04,0.40,-0.39,0.64,0.06,0.49,0.17,0.22,0.02,0.24,0.11,0.39,0.03,0.27,-0.16,0.09,0.07,-0.13,-0.29
0.33,-0.35,0.35,-0.25,0.06,-0.32,-0.16,0.11,-0.64,0.17,0.15,0.03,-0.06,0.27,0.00,0.24,0.30,0.35,0.10,0.11,-0.08,0.04,0.30,0.29
0.21,-0.20,0.43,-0.25,0.28,-0.17,-0.45,0.13,-0.73,0.22,0.02,-0.69,-0.54,0.01,-0.28,0.10,0.00,0.06,-0.30,-0.31,-0.31,-0.49,-0.16,0.52
-0.17,-0.06,0.00,-0.17,0.13,-0.22,-0.01,0.12,-0.45,0.20,0.00,-0.19,-0.05,0.05,-0.14,0.10,-0.21,-0.10,-0.02,-0.03,-0.45,0.01,-0.09,0.33
0.87,-0.10,0.05,-0.33,0.82,-0.09,-0.31,0.27,-1.00,0.19,-0.19,-0.11,0.15,0.56,0.03,0.19,-0.44,0.35,0.27,0.20,-0.31,0.21,0.35,0.52
0.11,-0.11,-0.08,-0.04,0.32,-0.12,-0.30,0.07,-1.00,0.30,-0.17,-0.02,0.48,0.37,-0.03,0.22,-0.21,0.34,0.10,-0.04,-0.08,0.07,0.25,0.62
0.33,0.01,-0.03,0.04,0.38,-0.13,-0.05,0.42,-0.45,0.35,-0.30,0.27,0.25,0.42,0.15,0.32,-0.40,0.28,0.35,-0.07,-0.09,0.43,0.22,0.24
0.15,0.17,0.13,0.12,0.07,-0.02,0.24,0.25,0.45,-0.18,0.09,-0.25,-0.52,-0.02,0.10,-0.01,-0.05,-0.38,0.15,0.47,-0.28,0.04,-0.52,-0.24
0.30,-0.23,0.17,-0.04,0.05,-0.17,0.08,-0.06,-0.18,-0.46,0.60,-0.44,-0.23,0.03,-0.03,-0.24,0.64,-0.40,-0.55,0.42,-0.67,-0.68,-0.32,0.14
0.16,-0.04,-0.10,-0.33,0.02,-0.07,-0.34,-0.10,-0.27,-0.18,0.04,-0.06,-0.34,-0.23,-0.27,-0.21,0.06,0.12,-0.55,0.16,-0.08,-0.38,0.06,0.19
-0.58,0.21,-0.30,0.04,0.01,0.30,0.07,-0.03,0.00,0.08,-0.68,-0.08,0.35,-0.22,-0.11,0.06,-0.74,-0.10,0.00,-0.19,0.61,0.28,-0.15,-0.05
0.25,0.23,-0.37,0.29,0.00,0.95,0.30,-0.18,0.09,-0.19,0.13,-0.09,-0.17,0.09,0.20,-0.37,0.21,-0.04,-0.38,0.29,0.34,-0.68,-0.08,0.10
-0.04,0.10,-0.13,0.00,-0.32,0.27,-0.12,-0.28,0.09,0.13,0.23,-0.06,0.26,0.04,0.02,-0.08,0.48,0.32,-0.27,0.13,-0.01,-0.32,0.41,0.10
-0.35,0.21,-0.08,0.46,-0.58,0.57,0.22,-0.51,0.82,-0.19,0.34,0.14,-0.09,-0.35,0.09,-0.36,0.52,0.06,-0.02,-0.10,0.44,-0.29,0.06,-0.43
-0.13,0.05,-0.10,0.25,-0.10,0.32,0.00,-0.19,0.36,0.01,0.42,0.09,0.02,-0.03,0.21,-0.18,0.26,0.29,0.03,0.05,0.11,0.13,0.06,-0.10
0.31,0.36,0.06,0.37,-0.07,0.39,0.39,-0.23,-0.27,0.07,0.51,0.17,0.17,0.19,0.17,-0.09,0.32,0.34,0.25,0.13,0.01,-0.03,0.34,0.19
0.52,0.25,-0.06,-0.29,0.37,0.48,0.43,0.41,-0.55,-0.06,-0.34,-0.25,-0.11,0.42,0.08,0.00,-0.28,-0.22,-0.32,0.16,0.23,-0.68,-0.01,0.24
-0.46,-0.28,0.33,-0.04,-0.21,-0.56,-0.36,-0.14,0.36,0.19,0.23,0.61,-0.06,-0.22,-0.15,0.11,0.15,0.57,0.58,-0.42,-0.55,0.76,0.62,-0.24
-0.12,0.00,0.68,-0.54,-0.05,-0.60,-0.20,0.08,0.18,0.04,0.30,0.13,-0.14,0.03,0.05,0.15,0.40,0.29,0.28,-0.04,-0.11,0.44,0.23,-0.14
0.24,0.20,0.02,0.33,0.24,-0.09,0.12,0.49,-0.55,0.12,-0.23,-0.64,0.31,0.18,-0.01,0.14,-0.44,-0.29,-0.20,0.20,0.39,-0.18,-0.51,0.14
0.34,-0.14,-0.19,0.25,0.18,-0.24,-0.24,-0.05,-0.73,0.28,-0.55,-0.25,-0.03,0.01,-0.32,0.23,-0.69,-0.65,-0.63,0.57,-0.11,-0.47,-0.80,0.38
0.28,0.02,0.32,-0.04,0.21,-0.22,0.13,-0.29,-0.27,0.18,0.49,-0.16,-0.02,0.19,0.05,0.13,0.16,0.49,0.78,-0.55,-0.02,0.44,0.46,0.00
-0.25,-0.07,-0.30,-0.13,-0.25,0.05,0.35,0.00,0.18,-0.11,-0.25,0.64,0.22,-0.03,0.03,-0.12,0.02,-0.01,-0.20,-0.01,0.15,-0.19,0.00,-0.14
-0.27,-0.21,-0.43,-0.04,-0.05,0.24,0.35,0.46,0.27,-0.47,-0.06,0.63,0.22,0.20,0.24,-0.26,0.37,-0.15,-0.13,0.19,-0.48,-0.24,0.13,-0.19
-0.63,-0.10,-0.27,-0.50,-0.33,0.33,0.34,-0.04,0.36,-0.30,-0.15,0.14,-0.08,-0.10,0.13,-0.26,0.27,0.18,0.10,-0.35,-0.02,-0.12,0.18,-0.19
-0.30,-0.27,-0.30,-0.37,-0.02,-0.21,0.07,-0.06,-0.18,0.06,-0.55,0.06,0.14,-0.01,-0.11,0.16,-0.40,-0.34,-0.15,-0.15,-0.14,-0.06,-0.27,0.00
-0.12,0.15,-0.24,0.46,-0.06,-0.05,-0.56,-0.71,0.09,0.07,0.17,0.55,0.43,0.12,0.23,0.17,0.34,0.34,0.35,-0.18,-0.53,0.49,0.35,0.00
-0.08,0.04,0.21,0.17,-0.25,0.48,-0.51,0.31,0.64,0.39,0.08,0.47,0.32,0.03,0.31,0.02,0.14,0.21,0.30,0.07,0.57,0.41,0.42,-0.38
-0.35,-0.18,-0.05,-1.08,-0.17,0.23,0.50,0.64,0.36,-0.20,-0.51,-0.86,-0.57,-0.42,-0.15,-0.22,-0.36,-0.90,-0.75,-0.03,0.39,-0.90,-1.18,-0.33
-0.10,-0.16,-0.22,-0.62,0.02,0.07,1.00,0.34,-0.18,-0.39,-0.28,-0.80,-0.75,-0.18,-0.31,-0.31,-0.24,-0.37,-0.67,-0.01,0.21,-1.03,-0.72,0.05
0.33,-0.53,0.16,-0.42,0.19,-0.37,0.32,0.00,-0.18,0.06,-0.15,-0.06,0.02,0.24,-0.05,0.28,-0.19,-0.12,0.10,0.29,-0.08,0.16,-0.22,0.14
-0.11,0.23,0.05,0.21,-0.24,0.13,0.02,-0.15,-0.45,-0.02,0.09,-0.16,-0.15,0.17,0.08,0.05,0.44,0.12,-0.18,-0.07,-0.44,-0.38,0.00,0.29
0.02,0.23,0.25,0.08,-0.22,-0.37,0.44,-0.28,-0.73,0.04,-0.04,-0.27,-0.06,0.28,-0.00,0.33,0.38,0.22,-0.03,-0.32,-0.24,-0.15,0.14,0.43
-0.06,-0.01,0.14,-0.17,0.19,-0.06,-0.13,0.11,-0.36,-0.01,0.34,-0.27,0.22,0.05,-0.02,0.02,-0.01,-0.15,0.13,-0.24,-0.18,0.19,0.00,0.14
-0.04,-0.14,-0.10,-0.08,0.13,0.06,-0.59,-0.17,0.27,0.13,0.02,-0.44,-0.18,-0.33,-0.19,-0.06,-0.36,-0.31,0.07,-0.07,-0.18,0.19,-0.24,-0.19
-0.02,-0.19,-0.11,0.46,0.09,0.16,-0.51,-0.28,-0.55,0.40,-0.15,-0.69,0.12,0.15,-0.10,0.27,-0.10,-0.19,0.00,-0.16,-0.60,-0.29,-0.11,0.38
-0.04,-0.05,-0.37,0.13,0.08,0.02,-0.07,-0.01,-0.27,0.06,-0.17,-0.42,-0.15,0.07,-0.12,0.01,-0.08,0.09,-0.20,0.22,-0.43,-0.37,0.05,0.19
